country_name,country_code,year,year_fct,sdg_overall,spi_comp,elect_dem,lib_dem,part_dem,delib_dem,egal_dem,log_gdppc,log_pop,regime_type_4,regime_type_10,freefair,accountability,vt_account,hz_account,diag_account,academ_free,freexp_altinfo,population,p1_use,p2_services,p3_products,p4_sources,p5_infra,income,region_spi,weights,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17,sdg1_wpc,sdg1_lmicpov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_mdd,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg2_pestexp,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_preprim,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_underach,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_renewcon,sdg8_adjgrowthi,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_rights,sdg8_impacc,sdg8_impslav,sdg8_empop,sdg8_yneet,sdg9_roads,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_uni,sdg9_articles,sdg9_rdex,sdg9_patents,sdg9_rdres,sdg9_netacc,sdg9_womensci,sdg10_gini,sdg10_palma,sdg10_elder,sdg11_slums,sdg11_pm25,sdg11_pipedwat,sdg11_rentover,sdg11_urbaccess,sdg11_transport,sdg12_msw,sdg12_ewaste,sdg12_pollprod,sdg12_pollimp,sdg12_nprod,sdg12_nimport,sdg12_explastic,sdg12_mswrecycl,sdg13_co2gcp,sdg13_ghgimport,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_discard,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_impdefor,sdg16_homicides,sdg16_security,sdg16_detain,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_justice,sdg16_admin,sdg16_exprop,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofits,sdg17_statperf,sdg17_multilat,regime_type_2,elect_dem_ert,regch_event,regch_genuine,dem_ep,dem_ep_pre_yr,dem_ep_start_yr,dem_ep_end_yr,aut_ep,aut_ep_pre_yr,aut_ep_start_yr,aut_ep_end_yr,gdp_pc,ccodecow,infcap_irt,infcap_pca,statagency,census,first_moderncensus,register_based_census,yearbook_published,yearbook_coverage,civreg,popreg,statag_intro,censusgraded_ability,ybcov_ability,income_level_lab,electric_access,rural_pop_pct,rd_expenditure_pct,total_pop,income_level
Congo - Brazzaville,COG,2023,2023,52.74220504201681,43.16166666666666,0.245,0.119,0.193,0.201,0.131,7.815198367639587,NA,1,3,0.094,-0.36,-0.099,-0.433,-0.428,0.431,0.338,NA,50,29.433333333333326,64.42500000000001,21.95,50,Lower middle income,Sub-Saharan Africa,1,24.7865,46.41733333333333,51.92999999999999,41.96475,53.48824999999999,53.1106,45.15875,57.47828571428572,17.84475,19.859,52.46233333333333,94.978,93.35199999999999,71.41380000000001,68.1848,47.629,56.55933333333333,36.61,58.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.1,17.669,40.514,368,1.72,NA,NA,NA,65.772,NA,NA,65,NA,5.221,NA,NA,NA,4.031,82.923,NA,NA,NA,NA,NA,NA,52.3,NA,95.18900000000001,14.6,NA,NA,NA,NA,NA,276.142,NA,NA,NA,NA,1.485,NA,54.931,NA,NA,19.898,0.437,NA,NA,NA,NA,40.2,38.379,57.518,2.1,NA,0.07,NA,11.261,NA,NA,NA,NA,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,0.267,0.836,6.788,5.795,NA,NA,1.271,0.551,NA,NA,65.372,49.78,NA,NA,NA,NA,72.011,65.688,0.967,0.118,NA,NA,0.553,NA,NA,22,NA,NA,60.42,0.434,0.393,0.44,NA,NA,NA,NA,NA,NA,NA,43.162,NA,0,0.253,0,0,0,0,NA,NA,0,0,NA,NA,2477.978455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3,30.812,NA,6182885,LM
Colombia,COL,2023,2023,70.32907834436804,87.27250000000001,0.704,0.565,0.485,0.51,0.425,8.846116907651203,NA,2,6,0.737,1.238,1.219,1.069,1.106,0.679,0.867,NA,100,85.19999999999999,88.18750000000001,77.97500000000001,85,Upper middle income,Latin America & Caribbean,1,71.25399999999999,64.76655555555556,82.49135714285715,88.65525,74.3745,77.7524,81.2715,67.44014285714286,49.829875,23.099,83.34775,85.34842857142858,91.154,57.10033333333333,65.5378,53.34327272727273,78.82816666666666,13.295,20.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.38,6.545,12.029,46,0.25,NA,NA,NA,77.72500000000001,NA,NA,90,NA,5.695,NA,NA,NA,NA,NA,80.5,NA,NA,NA,NA,NA,87,NA,68.056,28.9,1.946,NA,NA,NA,NA,621.196,NA,NA,NA,NA,1.164,NA,67.365,NA,NA,9.594,0.454,NA,NA,62.972,NA,83.7,77.337,85.915,2.9,33.35,0.307,NA,8.449,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,85.915,NA,NA,NA,0.548,1.991,35.711,8.377,0.101,NA,2.025,0.969,4.557,NA,56.08,66.62,NA,NA,NA,NA,58.11,55.048,0.737,0.188,NA,NA,0.473,NA,NA,40,NA,NA,45.23,0.5760000000000001,0.343,0.632,NA,NA,NA,NA,NA,NA,NA,87.272,NA,1,0.709,0,0,0,0,NA,NA,0,0,NA,NA,6947.359287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7,17.646,NA,52321152,UM
Comoros,COM,2023,2023,54.59537254901961,NA,0.275,0.106,0.201,0.185,0.219,7.371685739439859,NA,1,3,0.074,-0.276,-0.175,-0.957,0.134,0.275,0.566,NA,60,NA,71.275,NA,40,Lower middle income,Sub-Saharan Africa,1,48.7265,38.018,54.80164285714287,41.55975,35.78525,49.01000000000001,36.247,53.54566666666667,29.34285714285715,25.8355,72.23366666666668,94.0995,98.6725,44.6736,71.03375,65.3904,69.14575,20.077,38.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.9,22.535,39.819,35,0,NA,NA,NA,66.777,NA,NA,70,NA,3.566,NA,NA,NA,NA,79.644,NA,NA,NA,NA,NA,NA,26.1,NA,68.905,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,NA,45.002,NA,NA,3.776,NA,NA,NA,NA,NA,70.7,35.668,82.174,NA,NA,0.05,NA,1.184,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531,NA,0,NA,13.659,40.72,NA,NA,NA,NA,57.402,100,0.728,0.079,NA,NA,NA,NA,NA,20,NA,NA,62.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.272,0,0,0,0,NA,NA,1,0,2015,2024,1590.312377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.8,69.868,NA,850387,LM
Cape Verde,CPV,2023,2023,67.12675926524456,60.52416666666668,0.754,0.648,0.463,0.549,0.569,8.486936882521476,NA,2,6,0.848,1.325,1.309,1.133,1.206,0.832,0.842,NA,80,31.333333333333336,67.5625,68.72500000000001,55.00000000000001,Lower middle income,Sub-Saharan Africa,1,90.8315,34.60100000000001,79.53253846153848,90.84800000000001,77.06875000000001,53.03775,65.53125,57.769,40.98328571428571,41.608,78.06133333333334,80.0145,97.755,58.13,44.264,79.77833333333335,71.34066666666668,2.073,7.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.04,8.323,11.59,47,0.52,NA,NA,NA,76.059,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,78.265,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.057,NA,60.699,NA,NA,11.971,NA,NA,NA,NA,NA,99.4,73.539,100.815,NA,NA,0.141,NA,3.357,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.898,NA,NA,NA,14.116,65.74,NA,NA,NA,NA,12.028,NA,0.906,NA,NA,NA,NA,NA,NA,64,NA,NA,75.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.524,NA,1,0.757,0,0,0,0,NA,NA,0,0,NA,NA,4850.984158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.6,32.018,NA,522331,LM
Costa Rica,CRI,2023,2023,73.45339078601135,88.51208333333334,0.868,0.816,0.616,0.808,0.771,9.737552607448041,NA,3,9,0.943,1.753,1.547,1.678,1.648,0.919,0.93,NA,100,86.66666666666667,90.69375,80.2,85,Upper middle income,Latin America & Caribbean,1,96.08250000000001,56.13177777777778,88.47585714285715,93.1255,81.035,75.134,86.086,74.23514285714285,51.64775,22.9575,82.15899999999999,77.76814285714285,92.29333333333334,55.27783333333334,63.9132,75.13227272727273,77.25283333333333,1.28,3.127,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.12,7.198,10.46,9.9,0.17,NA,NA,NA,80.799,NA,NA,93,NA,6.955,NA,NA,6.2,97.675,95.272,NA,NA,NA,NA,NA,NA,83.7,NA,62.912,47.4,4.211,NA,NA,NA,NA,1801.609,NA,NA,NA,NA,0.707,NA,71.217,NA,NA,8.325,0.627,NA,NA,58.644,NA,98.5,85.395,101.526,2.7,20.85,0.299,NA,23.486,NA,NA,NA,46.7,2.72,25.8,NA,19.4,NA,NA,93.917,NA,NA,NA,0.84,2.709,43.969,16.72,1.393,NA,1.594,2.424,0,NA,50.873,72.18,NA,NA,NA,NA,42.244,42.664,0.844,0.111,NA,17.745,0.712,NA,NA,55,NA,NA,80.2,0.6890000000000001,0.479,0.787,NA,NA,NA,NA,NA,NA,NA,88.512,NA,1,0.859,0,0,0,0,NA,NA,0,0,NA,NA,16942.02681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,17.378,NA,5105525,UM
Cuba,CUB,2023,2023,78.72714074074074,NA,0.176,0.058,0.082,0.102,0.233,NA,NA,0,0,0.298,-1.073,-0.309,-0.953,-1.321,0.1,0.074,NA,40,NA,69.33749999999999,NA,NA,Upper middle income,Latin America & Caribbean,1,NA,66.08544444444445,85.154,94.34375,81.84425,75.43599999999999,75.81174999999999,90.3495,37.7385,NA,84.09375,90.61,95.51299999999999,75.96866666666666,71.28939999999999,65.4186,91.2505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.79,4.153,8.272,7.9,0.18,NA,NA,NA,78.08500000000001,NA,NA,99,NA,NA,NA,NA,NA,99.36200000000001,96.56700000000001,88.533,NA,NA,NA,NA,NA,84.2,NA,60.709,53.4,NA,NA,NA,NA,NA,277.26,NA,NA,NA,NA,1.509,NA,NA,NA,NA,1.719,NA,NA,NA,NA,NA,96.5,71.275,48.571,2.2,16.2,0.168,NA,28.115,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,1.997,0.739,24.014,5.313,NA,NA,2.062,0.487,NA,NA,70.071,63.29,NA,NA,NA,NA,54.479,98.19,0.677,0.129,NA,NA,NA,NA,NA,42,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.175,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,22.477,NA,11019931,UM
Cyprus,CYP,2023,2023,73.60044040257128,88.00208333333333,0.774,0.636,0.497,0.647,0.668,10.506475259774241,NA,2,7,0.907,1.272,1.367,0.655,1.149,0.924,0.821,NA,100,90.56666666666666,79.29375,75.15,95,High income,Europe & Central Asia,1,99.9055,63.46011111111112,91.01307692307692,98.93549999999999,69.06599999999999,68.61,75.36699999999999,70.119,74.618875,85.2415,95.35866666666668,47.43385714285715,67.06133333333334,49.38033333333334,73.414,66.91839999999999,55.30433333333333,0.043,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.079,NA,13.62,1.948,3.534,5.5,NA,NA,NA,NA,81.648,NA,NA,82,NA,6.068000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.248,14.3,14.994,NA,NA,NA,NA,7300.491,NA,NA,NA,NA,1.343,NA,83.19200000000001,NA,NA,6.098,0.611,NA,NA,NA,NA,99.9,91.221,88.349,2.8,39.4,5.035,NA,385.576,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,NA,8.123,14.958,33.651,76.94800000000001,10.16,NA,7.792,9.577,0,NA,49.636,59.04,NA,NA,NA,NA,74.286,36.573,0.918,0.002,NA,0.8180000000000001,0.8150000000000001,NA,NA,53,NA,4.345,68.62,0.704,0.562,0.745,NA,NA,0.04,NA,NA,NA,NA,88.002,NA,1,0.778,0,0,0,0,NA,NA,0,0,NA,NA,36551.41797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,33.013,NA,1344976,H
Czechia,CZE,2023,2023,82.94780499864719,91.04125,0.871,0.805,0.578,0.768,0.788,10.360633153944002,NA,3,9,0.948,1.606,1.433,1.636,1.523,0.978,0.958,NA,100,89.1,85.03125,86.075,95,High income,Europe & Central Asia,1,99.785,66.50766666666667,91.43650000000001,96.50525,74.0475,89.8652,77.043,84.87285714285714,76.46712500000001,100,96.63925,54.95328571428571,74.813,NA,92.02720000000001,84.13854545454546,68.06349999999999,0.11,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.795,NA,2.7,1.305,2.559,4.8,0.01,NA,NA,NA,79.834,NA,NA,87,NA,6.822,NA,35.2,NA,NA,NA,95.91,NA,33.7,NA,NA,NA,83.7,NA,78.369,26,13.17,NA,NA,NA,NA,1688.842,NA,NA,NA,NA,1.129,NA,74.47500000000001,NA,NA,2.579,0.754,NA,NA,75.10000000000001,NA,100,85.994,106.176,3,40.467,2.341,NA,170.44,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,94.194,NA,NA,NA,13.859,8.489,45.073,32.832,NA,NA,8.162,5.434,NA,NA,NA,NA,NA,NA,NA,NA,94.78,92.316,0.969,0,NA,0.768,0.892,NA,NA,57,NA,NA,83.58,0.632,0.638,0.715,NA,NA,0.24,NA,NA,NA,NA,91.041,NA,1,0.869,0,0,0,0,NA,NA,0,0,NA,NA,31591.17707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,25.448,NA,10864042,H
Germany,DEU,2023,2023,83.56301653934302,92.47083333333336,0.856,0.812,0.617,0.816,0.792,10.903075257551826,NA,3,9,0.955,1.827,1.591,2.09,1.626,0.934,0.946,NA,100,94.86666666666666,85.8125,86.675,95,High income,Europe & Central Asia,1,99.31649999999999,76.191,93.69592857142858,94.373,81.22675,85.5016,77.3115,83.85014285714286,96.71675,86.2235,97.34625,51.09671428571429,72.74766666666666,70.13733333333334,82.5716,88.14754545454545,84.1175,0.368,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.185,NA,3.62,2.282,3.65,4.8,NA,NA,NA,NA,81.378,NA,NA,91,NA,6.719,NA,26,NA,95.078,97.393,92.38,NA,38.4,NA,NA,NA,87.7,NA,83.871,35.1,14.245,NA,NA,NA,NA,3404.456,NA,NA,NA,NA,1.111,NA,71.166,NA,NA,3.068,0.8320000000000001,NA,NA,77.2,NA,100,92.476,96.82300000000001,4.3,68,2.159,NA,1923.976,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,97.523,NA,NA,NA,7.99,12.392,36.212,48.673,NA,NA,7.156000000000001,7.3,NA,NA,80.789,53.53,NA,NA,NA,NA,79.17,79.409,0.974,0.001,NA,NA,0.901,NA,NA,78,NA,NA,81.91,0.753,0.773,0.907,NA,NA,0.8200000000000001,NA,NA,NA,NA,92.471,NA,1,0.854,0,0,0,0,NA,NA,0,0,NA,NA,54343.22651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,22.235,NA,83901923,H
Djibouti,DJI,2023,2023,54.38059702380953,41.580000000000005,0.253,0.122,0.15,0.149,0.191,8.176065106052457,NA,1,3,0.174,-0.227,-0.019,-0.684,-0.006,0.282,0.341,NA,50,26.13333333333333,61.2,15.566666666666668,55.00000000000001,Lower middle income,Middle East & North Africa,1,64.629,51.621,54.32478571428572,NA,32.71075,53.7778,32.14375,52.08383333333333,28.91057142857143,44.39100000000001,70.12866666666666,85.63742857142857,90.75666666666666,58.7105,34.47,54.1614,61.6324,13.065,27.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.9,28.17,50.423,218,0.29,NA,NA,NA,65.987,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,40.652,26.2,NA,NA,NA,NA,NA,4392.73,NA,NA,NA,NA,2.442,NA,63.219,NA,NA,26.154,NA,NA,NA,NA,NA,78.8,65.025,34.935,2.3,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,NA,NA,NA,NA,NA,NA,0.46,6.917,11.738,38.26,1.39,NA,0.436,4.088,0,NA,0,56.74,NA,NA,NA,NA,0.81,0,0.8150000000000001,NA,NA,NA,NA,NA,NA,30,NA,NA,35.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.58,NA,0,0.25,0,0,0,0,NA,NA,0,0,NA,NA,3554.839189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2,21.448,NA,1152944,LM
Denmark,DNK,2023,2023,85.25087607376285,95.25583333333334,0.915,0.883,0.704,0.873,0.877,11.133915467973157,NA,3,9,0.961,1.986,1.545,2.038,2.046,0.893,0.985,NA,100,98.46666666666664,90.7125,87.1,100,High income,Europe & Central Asia,1,99.431,77.57177777777778,95.75678571428571,98.03775,88.4025,87.79780000000001,89.1455,81.29814285714288,97.110375,97.31049999999999,97.6095,42.97342857142858,73.45333333333333,72.527,78.083,92.613,80.1435,0.247,0.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.533,NA,3.67,1.751,3.423,3.6,0,NA,NA,NA,81.933,NA,NA,95,NA,7.583,NA,23.4,11.7,96.32300000000001,99.151,99.71000000000001,NA,49,NA,NA,NA,87.2,NA,88.23400000000001,43.6,NA,NA,NA,NA,NA,2943.746,NA,NA,NA,NA,0.803,NA,74.905,NA,NA,5.094,0.929,NA,NA,76.575,NA,99.8,98.776,145.757,4.1,65.6,5.44,NA,2416.669,NA,NA,NA,NA,NA,NA,NA,7.600000000000001,NA,NA,97.549,NA,NA,NA,4.804,15.324,91.773,51.396,NA,NA,4.624,8.793000000000001,NA,NA,86.414,53.93,NA,NA,NA,NA,87.232,99.48,0.981,0.001,NA,NA,0.9540000000000001,NA,NA,90,NA,NA,89.48,0.785,0.871,0.87,NA,NA,0.73,NA,NA,NA,NA,95.256,NA,1,0.916,0,0,0,0,NA,NA,0,0,NA,NA,68453.87693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,11.505,NA,5946952,H
Dominican Republic,DOM,2023,2023,73.76685753756048,74.12333333333333,0.685,0.438,0.445,0.572,0.376,9.27964511069416,NA,2,6,0.642,1.055,0.998,-0.429,1.557,0.914,0.932,NA,100,67.96666666666667,79.825,47.825,75,Upper middle income,Latin America & Caribbean,1,95.987,76.455,70.29907142857142,83.908,72.9845,72.91839999999999,69.1345,72.694,43.62685714285714,65.33850000000001,73.34775,78.43085714285715,92.293,83.55266666666667,71.7084,63.16790909090909,68.19016666666666,1.144,3.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.5,21.74,31.411,42,0.36,NA,NA,NA,73.72,NA,NA,90,NA,5.823,NA,NA,NA,90.488,93.48400000000001,72.983,NA,NA,NA,NA,NA,84,NA,68.664,27.9,NA,NA,NA,NA,NA,630.747,NA,NA,NA,NA,1.304,NA,74.941,NA,NA,5.555,0.5760000000000001,NA,NA,NA,NA,96.5,84.616,72.839,2.7,NA,0.035,NA,2.393,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,1.434,1.876,43.762,13.656,NA,NA,2.838,1.429,NA,NA,81.144,47.93,NA,NA,NA,NA,76.553,94.71000000000001,0.73,0.386,NA,NA,0.636,NA,NA,35,NA,NA,71.88,0.485,0.415,0.478,NA,NA,NA,NA,NA,NA,NA,74.123,NA,1,0.683,0,0,1,0,2020,2024,0,0,NA,NA,10717.62767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,15.554,NA,11331265,UM
Algeria,DZA,2023,2023,70.31642108479755,62.69291666666666,0.27,0.121,0.104,0.168,0.256,8.587470455051678,NA,1,3,0.282,-0.277,0.209,-0.857,-0.297,0.186,0.399,NA,80,57.833333333333336,75.50625000000001,50.125,50,Upper middle income,Middle East & North Africa,1,98.4025,61.22300000000001,79.38542857142856,69.8335,37.52875,59.325,67.15650000000001,66.35485714285714,46.9845,97.015,69.57225,88.01200000000001,90.427,63.535,60.74639999999999,65.93227272727272,73.9452,0.625,1.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.49,15.329,22.001,47,0.05,NA,NA,NA,76.261,NA,NA,92,NA,5.364,NA,NA,NA,66.398,99.07000000000001,83.955,NA,NA,NA,NA,NA,71.4,NA,21.062,7.9,NA,NA,NA,NA,NA,842.299,NA,NA,NA,NA,1.833,NA,51.597,NA,NA,11.701,0.481,NA,NA,NA,NA,89.60000000000001,76.908,104.172,2.1,27.15,0.236,NA,31.173,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,1.096,1.517,14.91,8.866,NA,NA,3.936,0.863,1.604,NA,74.498,40.4,NA,NA,NA,NA,43.491,78.884,0.919,1.34,NA,1.161,0.667,NA,NA,36,NA,NA,45.74,0.605,0.496,0.544,NA,7.33,NA,NA,NA,NA,NA,62.693,NA,0,0.265,0,0,0,0,NA,NA,0,0,NA,NA,5364.02795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,24.732,NA,46164219,UM
Ecuador,ECU,2023,2023,69.99788305322129,79.14458333333334,0.646,0.467,0.499,0.392,0.367,8.796309292769555,NA,2,6,0.795,1.007,1.14,0.834,0.797,0.818,0.765,NA,100,89.1,85.60624999999999,61.016666666666666,60,Upper middle income,Latin America & Caribbean,1,87.732,52.37800000000001,76.66564285714286,90.47,76.87225,79.5314,75.21225,73.30242857142856,46.21050000000001,29.947,67.57974999999999,85.82985714285715,91.56066666666668,80.60600000000001,54.88520000000001,42.5534,78.62766666666667,3.988,9.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.37,7.098,13.055,58,0.12,NA,NA,NA,77.392,NA,NA,70,NA,5.725000000000001,NA,NA,NA,NA,95.285,90.46600000000001,NA,NA,NA,NA,NA,81,NA,68.462,38.7,NA,NA,NA,NA,NA,353.299,NA,NA,NA,NA,1.264,NA,62.264,NA,NA,3.51,0.537,NA,NA,NA,NA,95.10000000000001,72.694,63.126,NA,24.05,0.364,NA,3.316,NA,NA,NA,44.6,2.371,NA,NA,18.8,NA,NA,NA,NA,NA,NA,0.966,1.263,39.043,5.127,0.25,NA,2.386,1.081,2.918,NA,72.027,71.08,NA,NA,NA,NA,28.513,47.355,0.653,0.111,NA,45.723,0.422,NA,NA,34,NA,NA,60.51,0.521,0.375,0.562,NA,8.494,NA,NA,NA,NA,NA,79.145,NA,1,0.639,0,0,1,0,2017,2024,0,0,NA,NA,6609.804082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7,35.208,NA,17980083,UM
Egypt,EGY,2023,2023,67.96822506578391,80.12666666666668,0.189,0.129,0.079,0.103,0.109,8.148288602434521,NA,1,3,0.155,-0.547,-0.117,-0.3,-0.794,0.1,0.173,NA,90,77.1,84.7,73.83333333333334,75,Lower middle income,Middle East & North Africa,1,89.167,58.10455555555556,72.83835714285715,64.83725,56.56975,60.20699999999999,69.5295,65.11414285714287,53.82725000000001,82.5215,67.28475,86.45128571428572,94.46600000000001,51.852,57.6015,57.5998181818182,67.48816666666666,2.206,9.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.95,9.252,17.528,9.200000000000001,0.07,NA,NA,NA,71.633,NA,NA,96,NA,3.977,NA,NA,NA,33.119,95.587,NA,NA,NA,NA,NA,NA,80.4,NA,21.803,27.5,NA,NA,NA,NA,NA,1170.923,NA,NA,NA,NA,1.285,NA,71.569,NA,NA,7.334000000000001,0.365,NA,NA,NA,NA,95.9,72.69,69.104,3,36.333,0.36,1.034,7.26,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,5.418,1.132,19.327,7.416,0.005,NA,2.405,0.64,0.254,NA,44.441,54.71,NA,NA,NA,NA,38.75,26.116,0.905,NA,NA,NA,0.759,NA,NA,35,NA,NA,33.37,0.454,0.19,0.401,NA,NA,NA,NA,NA,NA,NA,80.127,NA,0,0.188,0,0,0,0,NA,NA,0,0,NA,NA,3457.456916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,56.9,1.03356,114535772,LM
Eritrea,ERI,2023,2023,49.7303798878205,NA,0.068,0.01,0.011,0.032,0.117,NA,NA,0,0,0,-1.708,-1.584,-1.633,-1.48,0.022,0.025,NA,36.6,NA,51.45,NA,10,Low income,Sub-Saharan Africa,1,0,33.02566666666667,53.98646153846153,35.68675,44.088,44.1088,34.31625,69.88,10.26525,NA,62.45433333333333,94.51766666666667,99.382,63.4494,42.72,42.49425,65.31125,72.985,95.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.4,16.39,35.382,65,0.06,NA,NA,NA,68.624,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,NA,85.854,NA,NA,NA,NA,NA,NA,164.456,NA,NA,NA,NA,1.409,NA,NA,NA,NA,5.586,NA,NA,NA,NA,NA,47.8,20.01,31.501,NA,NA,0.019,NA,0,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,0.403,0.26,19.063,0.898,NA,NA,0.167,0.163,0,NA,0,50.81,NA,NA,NA,NA,0,0,0.885,NA,NA,NA,NA,NA,NA,21,NA,NA,27.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.069,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4,56.733,NA,3470390,L
