country_name,country_code,year,year_fct,sdg_overall,spi_comp,elect_dem,lib_dem,part_dem,delib_dem,egal_dem,log_gdppc,log_pop,regime_type_4,regime_type_10,freefair,accountability,vt_account,hz_account,diag_account,academ_free,freexp_altinfo,population,p1_use,p2_services,p3_products,p4_sources,p5_infra,income,region_spi,weights,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17,sdg1_wpc,sdg1_lmicpov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_mdd,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg2_pestexp,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_preprim,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_underach,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_renewcon,sdg8_adjgrowthi,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_rights,sdg8_impacc,sdg8_impslav,sdg8_empop,sdg8_yneet,sdg9_roads,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_uni,sdg9_articles,sdg9_rdex,sdg9_patents,sdg9_rdres,sdg9_netacc,sdg9_womensci,sdg10_gini,sdg10_palma,sdg10_elder,sdg11_slums,sdg11_pm25,sdg11_pipedwat,sdg11_rentover,sdg11_urbaccess,sdg11_transport,sdg12_msw,sdg12_ewaste,sdg12_pollprod,sdg12_pollimp,sdg12_nprod,sdg12_nimport,sdg12_explastic,sdg12_mswrecycl,sdg13_co2gcp,sdg13_ghgimport,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_discard,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_impdefor,sdg16_homicides,sdg16_security,sdg16_detain,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_justice,sdg16_admin,sdg16_exprop,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofits,sdg17_statperf,sdg17_multilat,regime_type_2,elect_dem_ert,regch_event,regch_genuine,dem_ep,dem_ep_pre_yr,dem_ep_start_yr,dem_ep_end_yr,aut_ep,aut_ep_pre_yr,aut_ep_start_yr,aut_ep_end_yr,gdp_pc,ccodecow,infcap_irt,infcap_pca,statagency,census,first_moderncensus,register_based_census,yearbook_published,yearbook_coverage,civreg,popreg,statag_intro,censusgraded_ability,ybcov_ability,income_level_lab,electric_access,rural_pop_pct,rd_expenditure_pct,total_pop,income_level
American Samoa,ASM,2016,2016,NA,NA,NA,NA,NA,NA,NA,9.460580223439504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,17.75625,NA,NA,High income,East Asia & Pacific,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12843.33429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.802,NA,52245,UM
Antigua & Barbuda,ATG,2016,2016,73.0145761111111,NA,NA,NA,NA,NA,NA,9.71461517609936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,52.08125,NA,25,High income,Latin America & Caribbean,1,NA,53.921875,86.02608333333332,96.10200000000002,59.85733333333334,82.24325,67.75,84.43799999999999,54.55271428571429,NA,97.22433333333333,72.01833333333333,83.4625,66.53633333333333,59.454,61.08528571428571,70.5466,NA,NA,NA,NA,NA,NA,NA,29.3,2.464,1.843,1.319,NA,NA,27.94,6.376,10.81,3.8,NA,18.1,NA,0,76.968,31.02,NA,88,NA,NA,NA,NA,NA,NA,98.803,120.161,NA,NA,NA,NA,NA,73.7,NA,NA,11.1,NA,98.36500000000001,97.39,8.46,NA,NA,NA,NA,100,100,1.711,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.974,45.571,NA,NA,0.201,NA,930.3770000000001,NA,NA,NA,NA,NA,NA,NA,11.3,97.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.615,NA,NA,NA,18.84,64.73,25.01,NA,NA,NA,9.062,NA,0.898,NA,NA,NA,NA,38.544,NA,NA,NA,NA,NA,NA,NA,NA,409.653,5.112,NA,NA,NA,NA,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16557.84317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,75.154,NA,89969,H
Bahamas,BHS,2016,2016,64.46939431623932,36.702083333333334,NA,NA,NA,NA,NA,10.317799608076307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,8.233333333333333,33.818749999999994,26.458333333333332,35,High income,Latin America & Caribbean,1,NA,64.363,82.75092307692309,56.68866666666667,67.57775,81.84525000000001,70.1865,61.0012,46.89000000000001,NA,100,61.434,78.13633333333333,60.00466666666667,34.5132,55.21962499999999,46.4298,NA,NA,NA,NA,NA,NA,NA,42.83,2.358,7.71,1.138,NA,NA,77.21000000000001,8.93,13.778,26,0.27,20.5,NA,8.2,74.042,NA,99,89,NA,NA,NA,NA,NA,40.651,NA,NA,NA,NA,NA,NA,NA,76.5,101.892,83.744,13.2,NA,98.887,94.931,NA,NA,1753.155,NA,NA,100,100,1.136,1.2,NA,NA,NA,12.7,NA,1.985,NA,NA,NA,NA,80,51.718,2.721,NA,0.106,NA,266.233,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,3.45,7.539000000000001,56.921,46.338,NA,NA,5.667,5.961,NA,NA,30.198,64.41,34.08,NA,NA,NA,29.761,0,0.715,NA,21.339,28.604,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,5.367,NA,NA,NA,NA,2.092,36.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30266.58592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,17.168,NA,388055,H
Belize,BLZ,2016,2016,68.21884925595239,47.71583333333333,NA,NA,NA,NA,NA,8.722986897964706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,9.7,56.1875,62.691666666666656,30,Upper middle income,Latin America & Caribbean,1,59.288,57.57733333333334,73.63535714285715,86.02625,52.62325,78.624,73.93725,73.52000000000001,32.58216666666667,NA,88.91199999999999,80.36271428571429,91.67066666666669,68.694,48.8498,55.39480000000001,69.804,17.406,29.586,NA,6,NA,NA,NA,37.99,2.326,3.165,0.786,NA,2.75,51.4,10.204,14.992,37,0.5,16.6,NA,28.19,71.843,69.17,96.8,95,NA,5.956,NA,NA,NA,90.339,99.48100000000001,70.34400000000001,NA,NA,NA,NA,NA,68.60000000000001,101.254,61.894,3.1,NA,97.58500000000001,87.535,1.26,NA,661.3530000000001,NA,NA,93.3,83.2,1.607,27.7,NA,NA,NA,7,NA,0.479,NA,NA,NA,NA,44.576,50.837,NA,NA,0.073,NA,74.256,NA,NA,NA,NA,NA,NA,15.733,14.2,94.372,NA,NA,NA,NA,NA,1.524,3.066,43.811,16.846,NA,NA,1.723,2.558,NA,NA,31.221,62.65,NA,NA,6.238,NA,43.262,15.252,0.789,NA,11.991,37.839,NA,56.902,95.7,NA,NA,NA,79.39,NA,NA,NA,516.726,9.072000000000001,NA,22.397,NA,NA,0.266,47.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6142.498732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3,54.505,NA,364705,UM
Bermuda,BMU,2016,2016,NA,NA,NA,NA,NA,NA,NA,11.596782636931257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,18.90625,NA,NA,High income,North America,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108747.3561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,63449,H
Brunei,BRN,2016,2016,65.64921555555554,NA,NA,NA,NA,NA,NA,10.191043266505012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,38.59375,NA,30,High income,East Asia & Pacific,1,NA,48.115625,86.61441666666667,94.27974999999999,62.85433333333334,76.87559999999999,67.42375,65.52625,65.674875,NA,97.15,49.818,21.23366666666667,48.96260000000001,50.7914,78.60216666666668,70.8158,NA,NA,NA,NA,NA,NA,NA,26.57,NA,1.714,1.366,NA,NA,39.38,5.09,10,65,NA,15.1,NA,9.05,74.905,10.11,100,98,NA,NA,NA,NA,NA,89.245,98.36200000000001,99.209,NA,NA,NA,NA,NA,NA,99.297,79.262,NA,NA,99.9,92.181,3.47,NA,5554.329,NA,NA,100,100,1.788,0,NA,NA,NA,8.574,NA,2.558,NA,NA,NA,NA,90,118.28,2.748,NA,1.117,NA,49.554,NA,NA,NA,NA,NA,NA,23.539,10.9,NA,NA,NA,NA,NA,NA,0.881,11.876,8267.517,77.235,NA,NA,18.011,7.399,NA,NA,5.447,52.81,NA,26.549,12.737,NA,41.657,50,0.854,NA,51.734,NA,NA,7.08,NA,58,NA,NA,46.15,NA,NA,NA,132.631,6.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26663.29732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,23.01,NA,427564,H
Channel Islands,CHI,2016,2016,NA,NA,NA,NA,NA,NA,NA,10.932216368606968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,High income,Europe & Central Asia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55950.14854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,69.07,NA,163883,H
Curaçao,CUW,2016,2016,NA,NA,NA,NA,NA,NA,NA,9.849247613156495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,14.012499999999998,NA,NA,High income,Latin America & Caribbean,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18944.09615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10.728,NA,159664,H
Cayman Islands,CYM,2016,2016,NA,NA,NA,NA,NA,NA,NA,11.261925683525671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,16.1,NA,NA,High income,Latin America & Caribbean,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77802.25416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,63100,H
Dominica,DMA,2016,2016,63.47662944444444,NA,NA,NA,NA,NA,NA,9.021410752266963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,46.25,NA,40,Upper middle income,Latin America & Caribbean,1,NA,37.8352,74.9567,76.997,66.179,74.73575,68.98125,69.29249999999999,41.91333333333333,NA,93.68,75.636,93.84,28.2825,19.86133333333333,64.668875,65.28999999999999,NA,NA,NA,8,NA,NA,NA,27.16,2.262,1.598,1.056,NA,NA,47.79,26.498,30.231,8.1,NA,NA,NA,NA,71.18900000000001,NA,100,96,NA,NA,NA,NA,NA,NA,95.988,NA,NA,NA,NA,NA,NA,76,94.416,NA,21.9,NA,95.421,80.366,10,NA,NA,NA,NA,97.8,89.10000000000001,1.098,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.03,43.009,NA,NA,0.491,NA,14.307,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.464,NA,NA,NA,0,60.42,NA,46.613,16.037,NA,33.334,NA,0.705,NA,NA,22.986,NA,28.431,NA,59,NA,NA,NA,NA,NA,NA,291.117,8.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8278.447686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,30.12,NA,69606,UM
Faroe Islands,FRO,2016,2016,NA,NA,NA,NA,NA,NA,NA,10.948616085999342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,9.76875,NA,NA,High income,Europe & Central Asia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56875.28038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,58.223,NA,49464,H
Micronesia (Federated States of),FSM,2016,2016,55.39628888888889,24.7825,NA,NA,NA,NA,NA,7.99954474235574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,8.133333333333333,43.9375,26.841666666666665,15,Lower middle income,East Asia & Pacific,1,46.148,23.06875,58.40108333333333,67.37333333333333,39.635,58.078,27.76566666666666,NA,16.435,53.0975,100,88.0325,93.485,54.212,40.34133333333333,NA,64.87116666666667,19.838,41.395,NA,NA,NA,NA,NA,44.15,NA,1.697,0.872,NA,NA,172.6,15.18,28.83,171,NA,39.2,NA,1.81,65.57600000000001,NA,NA,69,NA,NA,NA,NA,NA,68.802,88.406,79.674,NA,NA,NA,NA,NA,NA,87.935,NA,0,NA,90.114,90.45400000000001,NA,NA,NA,NA,NA,74.8,12.8,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.352,0,NA,NA,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.303,NA,NA,NA,1.601,69.78,67.01,NA,2.867,NA,0.024,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.533,NA,27.751,NA,NA,NA,24.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2979.601192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.8,77.474,NA,109075,LM
Gibraltar,GIB,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,10.9875,NA,NA,High income,Europe & Central Asia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,33658,H
Grenada,GRD,2016,2016,66.16370409226191,NA,NA,NA,NA,NA,NA,9.129264213334437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,43.962500000000006,NA,25,Upper middle income,Latin America & Caribbean,1,NA,40.7342,79.50108333333334,94.35133333333334,75.71300000000001,79.4915,64.795,47.8405,45.29585714285714,35.886,91.202,78.09033333333333,94.25,43.21366666666668,45.71666666666667,75.39212500000001,67.146,NA,NA,NA,NA,NA,NA,NA,26.34,2.365,0.998,0.671,NA,NA,44.04,11.766,17.854,6.3,NA,22.5,NA,9.07,75.01,35.44,99.3,95,NA,NA,NA,NA,NA,92.772,99.913,95.377,NA,NA,NA,NA,NA,73.2,99.794,NA,33.3,NA,95.629,91.494,7.05,NA,NA,89.918,NA,91.8,89.5,1.244,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3,30.618,NA,NA,1.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,2.3,NA,NA,NA,30.206,64,NA,NA,10.029,NA,34.45,NA,0.626,NA,NA,9.554,NA,19.256,NA,56,NA,NA,NA,NA,NA,NA,380.941,6.009,NA,NA,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9221.234611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8,63.928,NA,115130,UM
Greenland,GRL,2016,2016,NA,NA,NA,NA,NA,NA,NA,10.782735501125018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,11.16875,NA,NA,High income,Europe & Central Asia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48181.74535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,13.674,NA,56186,H
Guam,GUM,2016,2016,NA,NA,NA,NA,NA,NA,NA,10.489346234795782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,13.24375,NA,NA,High income,East Asia & Pacific,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35930.65949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5.383,NA,164233,H
Isle of Man,IMN,2016,2016,NA,NA,NA,NA,NA,NA,NA,11.314790884126788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,8.96875,NA,NA,High income,Europe & Central Asia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82025.94545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,47.657,NA,83466,H
Kiribati,KIR,2016,2016,62.55840968253968,28.059583333333336,NA,NA,NA,NA,NA,7.4631726223419115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,7.933333333333333,46.15625,16.208333333333332,20,Lower middle income,East Asia & Pacific,1,NA,39.79242857142857,49.9145,91.769,43.51633333333334,30.07533333333333,41.7785,NA,20.33716666666666,64.6195,81.37633333333333,91.28466666666667,98.83250000000001,80.09125,41.75,86.09479999999999,77.14383333333333,NA,NA,NA,2.9,NA,NA,NA,44.41,2.29,NA,1.233,NA,NA,88.10000000000001,23.709,59.513,547,NA,41.6,NA,4.44,65.799,49.09,NA,80,NA,NA,NA,NA,NA,NA,99.706,84.524,NA,NA,NA,NA,NA,44.2,99.652,NA,6.5,NA,71.991,43.028,NA,NA,NA,13.089,23.613,92.60000000000001,7.2,1.773,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.419,NA,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA,8.1,3.3,55.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467,NA,NA,NA,32.922,NA,6.437,NA,1.092,NA,40,NA,0.774,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,108.849,21.183,NA,79.934,NA,NA,NA,28.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1742.668124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6,47.55,NA,118478,LM
